"Data,""1.OrgUnit Ownership"",""2.OrgUnit Type(Level of Care)"",""Organisation unit"",""Organisation unit"",""Organisation unit"",""Organisation unit"",""Organisation unit"",""Value"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Yagba East Local Government Area"",""ko Ponyan Ward 03"",""ko Ponyan Basic Health Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Bassa Local Government Area"","""",""ko Mozum Ward"",""66.7"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Private Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Okehi Local Government Area"",""ko Obeiba 1 Ward"",""ko Okiti Maternity Home"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Omala Local Government Area"",""ko Okpatala Ward"",""ko Olahieba Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Olamaboro Local Government Area"",""ko Ogugu 1 Ward"",""ko Emagaba II Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Secondary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Igalamela-Odolu Local Government Area"",""ko Odolu Ward (Igalamela-Odolu)"",""ko Odolu General Hospital"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Lokoja Local Government Area"",""ko Lokoja Ward A"",""Ko Ministry Of Health Clinic Lokoja"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Ankpa Local Government Area"",""ko Ankpa Township Ward"",""ko Enopkoli Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Dekina Local Government Area"","""",""ko Odu 1 Ward"",""55.6"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Private Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Okene Local Government Area"",""ko Obehira-Eba Ward"",""ko Hamson Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Okene Local Government Area"","""",""ko Upogoro Odenku Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Olamaboro Local Government Area"","""",""ko Olamaboro Ward 2"",""75.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Ofu Local Government Area"","""",""ko Ogbonicha Ward"",""50.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Ibaji Local Government Area"",""ko Odeke Ward (Ibaji)"",""ko Ihile Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Secondary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Dekina Local Government Area"","""",""ko Egume Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Ajaokuta Local Government Area"","""",""ko Ukpake Ward"",""33.3"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Dekina Local Government Area"",""ko Odu 2 Ward"",""ko Ajiolo Ajikpome Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Lokoja Local Government Area"",""ko Kakadan Ward"",""ko Buge Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Private Facility"",""Secondary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Yagba East Local Government Area"",""ko Ponyan Ward 03"",""ko Duatim Hospital"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Ankpa Local Government Area"",""ko Ankpa Subbub 1 Ward"",""ko Owelle Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Kabba/Bunu Local Government Area"",""ko Okedayo Ward"",""ko Okedayo Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Mopa-Muro Local Government Area"",""ko Ilai Okegi Ward"",""ko Ilemo Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Secondary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Lokoja Local Government Area"",""ko Kupa South Ward"",""ko Abugi Cottage Hospital"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Ijumu Local Government Area"",""ko Egbeda Okedayo Ward"",""ko Egbeda Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Ajaokuta Local Government Area"",""ko Geregu Ward"",""ko Ganaja Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Okehi Local Government Area"",""ko Ohuepe Ward"",""ko Ohuepe Basic Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Adavi Local Government Area"",""ko Nagazi Ward"",""ko Atami Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Idah Local Government Area"",""ko Ugwoda Ward"",""ko Ugwoda Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Igalamela-Odolu Local Government Area"",""ko Ajaka 2 Ward"",""ko Ogbagba Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Igalamela-Odolu Local Government Area"",""ko Oforachi 1 Ward"",""ko Iyegu Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Lokoja Local Government Area"",""ko Kupa North Ward"",""ko Agini Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Private Facility"",""Secondary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Kogi Local Government Area"",""ko Ukwo Ward"",""ko Ideal Hospital"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Ajaokuta Local Government Area"",""ko Ebiya South Ward"",""ko Apanko Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Yagba East Local Government Area"",""ko Makutu Ward 07"",""ko Staff Clinic Yagba East"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Bassa Local Government Area"",""ko Ikende Ward"",""ko Odulo Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Bassa Local Government Area"",""ko Eforo Ward"",""ko Koji Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Idah Local Government Area"",""ko Igala - Ogba  Ward"",""ko Igala - Ogba Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Kabba/Bunu Local Government Area"",""ko Iluke Ward"",""ko Odae Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Secondary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Ankpa Local Government Area"","""",""ko Ankpa Township Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Dekina Local Government Area"",""ko Anyigba Ward"",""ko Agbenema Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Idah Local Government Area"","""",""ko Owoli - APA Ward"",""75.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Private Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Olamaboro Local Government Area"",""ko Imane Ward"",""ko Udama Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Ankpa Local Government Area"",""ko Enjema 1 Ward"",""Ko New Odagba Primary Health Care"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Private Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Okene Local Government Area"",""ko Obehira-Uvete Ward"",""Ko Liberty Clinic/Maternity"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Dekina Local Government Area"",""ko Ogbabede Ward"",""ko Olowa-Etiaja Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Ankpa Local Government Area"",""ko Enjema 1 Ward"",""ko Enjema Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Private Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Adavi Local Government Area"",""ko Nagazi Ward"",""ko Ogaminana Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Ibaji Local Government Area"",""ko Ojila Ward (Ibaji)"",""ko Anocha Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Okene Local Government Area"",""Abuga Ozuja Ward"",""ko Okengwe Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Ofu Local Government Area"",""ko Ochadamu Ward"",""ko Ogbabo Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Ajaokuta Local Government Area"","""",""ko Adogo Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Private Facility"",""Secondary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Ankpa Local Government Area"",""ko Enjema 4 Ward"",""ko Ika Christan Hospital"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Lokoja Local Government Area"",""ko Oworo Ward"",""ko Felele Family Support Programme Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Private Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"","""","""",""ko Kabba/Bunu Local Government Area"",""75.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Ibaji Local Government Area"","""",""ko Analo Ward (Ibaji)"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Mopa-Muro Local Government Area"",""ko Aiyedayo Aiyedero Ward"",""ko Oroke 2 Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Bassa Local Government Area"",""ko Eforo Ward"",""ko Atte Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Secondary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Yagba West Local Government Area"","""",""ko Odo-Egbe 3 Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Secondary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Yagba West Local Government Area"",""ko Odo-Egbe 3 Ward"",""ko Egbe General Hospital"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Dekina Local Government Area"","""",""ko Odu 2 Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Secondary Health Facility"",""ng Federal Government"",""ko Kogi State"","""","""",""ko Dekina Local Government Area"",""83.3"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Ankpa Local Government Area"",""ko Ojoku 2 Ward"",""Ko Ofano Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Private Facility"",""Secondary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Adavi Local Government Area"","""",""ko Nagazi Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Yagba West Local Government Area"",""ko Oke-Ebge 2 Ward"",""ko Egbe Tuntun Basic Health Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Private Facility"",""Secondary Health Facility"",""ng Federal Government"",""ko Kogi State"","""","""",""ko Yagba West Local Government Area"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Public Facility"",""Secondary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Okehi Local Government Area"","""",""ko Eika Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""Private Facility"",""Primary Health Facility"",""ng Federal Government"",""ko Kogi State"",""ko Okene Local Government Area"",""ko Bariki Ward"",""ko Unique Clinic"",""100.0"""
